Contract Number,Vendor Number,Vendor Name,Amount,Description,System Release,Lead Department,Start Date,End Date,Category,Commodity Category
1953-17984,,"VISION OF RESTORATION, INC",11000.00,JUVENILE JUSTICE COUNCIL PROGRAM,10/28/2019,1205.JUDICIAL ADVISORY COUNCIL,11/01/2019,10/31/2020,New Contract (http://opendocs.cookcountyil.gov/procurement/contracts/1953-17984.pdf),
1953-17975,,MIKVA CHALLENGE GRANT FOUNDATION INC,27420.00,JUVENILE JUSTICE COUNCIL PROGRAM,10/28/2019,1205.JUDICIAL ADVISORY COUNCIL,11/01/2019,10/31/2020,New Contract (http://opendocs.cookcountyil.gov/procurement/contracts/1953-17975.pdf),
1753-17107,,PAUL V BEDDOE GOVERNMENT AFFAIRS LLC,,LEGISLATIVE GOVERNMENTAL AFFAIRS REPRESENTATION,10/28/2019,1010.OFFICE OF THE PRESIDENT,12/01/2019,11/30/2020,Amendment (http://opendocs.cookcountyil.gov/procurement/modifications/1753-17107-A2.pdf),
1318-13179,,CORVEL CORPORATION,509589.00,WORKERS' COMPENSATION CLAIMS ADMINISTRATOR,10/28/2019,1008.RISK MANAGEMENT,10/01/2019,12/31/2019,Amendment (http://opendocs.cookcountyil.gov/procurement/modifications/1318-13179-A5.pdf),
1555-14475-MC6-(062192.00),,PASCHEN AUTUMN JOINT  VENTURE,1273189.60,PROJECT ID:23214 803? COUNTY BUILDING - 7TH F?,10/28/2019,1031.OFFICE OF ASSET MANAGEMENT,,,New Contract (http://opendocs.cookcountyil.gov/procurement/contracts/1555-14475-MC6-(062192.00).pdf),
1753-17101,,ALL CIRCO INC,,"GOVERNMENTAL AFFAIRS REPRESENTATION IN SPRINGFIELD, ILLINOIS",10/30/2019,1010.OFFICE OF THE PRESIDENT,12/01/2019,11/30/2020,Amendment (http://opendocs.cookcountyil.gov/procurement/modifications/1753-17101-A2.pdf),
1545-14762,,NEW ORLEANS TELEPORT INC,6300.00,AFTER HOURS PHONE COVERAGE,10/30/2019,1200.DEPT. OF FACILITIES/MGMT,12/01/2019,11/30/2020,Amendment (http://opendocs.cookcountyil.gov/procurement/modifications/1545-14762-A3.pdf),
1944-17617,,RISING MEDICAL SOLUTIONS LLC,7950000.00,WORKERS COMP ADMIN SERVICES,11/01/2019,1008.RISK MANAGEMENT,01/01/2020,12/31/2022,New Contract (http://opendocs.cookcountyil.gov/procurement/contracts/1944-17617.pdf),
1518-14008,,HEALTH CARE SERVICE CORP/CB HMOIL,298870000.00,EMPLOYER SPONSORED HEALTH INSURANCE BENEFITS,11/01/2019,1008.RISK MANAGEMENT,12/01/2019,11/30/2020,Amendment (http://opendocs.cookcountyil.gov/procurement/modifications/1518-14008-A3.pdf),
1950-17993,,JOHN J. MILLNER AND ASSOCIATES INC.,36000.00,"PROFESSIONAL SERVICES, STATE LOBBYIST SERVICES",11/04/2019,1010.OFFICE OF THE PRESIDENT,12/01/2019,11/30/2020,New Contract (http://opendocs.cookcountyil.gov/procurement/contracts/1950-17993.pdf),
1953-17983,,COOK COUNTY SOUTHLAND JUVENILE JUSTICE COUNCIL,11000.00,JUVENILE JUSTICE COUNCIL PROGRAM,11/04/2019,1205.JUDICIAL ADVISORY COUNCIL,11/01/2019,10/31/2020,New Contract (http://opendocs.cookcountyil.gov/procurement/contracts/1953-17983.pdf),
1953-18039,,EPIQ EDISCOVERY SOLUTIONS,118595.00,EDISCOVERY SERVICES,11/04/2019,1250.STATE'S ATTORNEY,11/01/2019,10/31/2020,New Contract (http://opendocs.cookcountyil.gov/procurement/contracts/1953-18039.pdf),
1441-13486,,"IRON MOUNTAIN INFORMATION MANAGEMENT, INC.",1029000.00,"OFF-SITE RECORDS MANAGEMENT, STORAGE AND DESTRUCTION",11/04/2019,1009.ENTERPRISE TECHNOLOGY,,,Amendment (http://opendocs.cookcountyil.gov/procurement/modifications/1441-13486-A4.pdf),
1390-13069,,CLARITY PARTNERS LLC,4702000.00,WEBSITE DEVELOPMENT AND IMPLEMENTATION,11/04/2019,1110.COUNTY CLERK,11/01/2019,10/31/2021,Amendment (http://opendocs.cookcountyil.gov/procurement/modifications/1390-13069-A5.pdf),
1553-14606,,BACK TO HEALTH CHIROPRACTIC,13000.00,ON-SITE LABORATORYTESTING SERVICES,11/04/2019,1440.JUVENILE TEMPORARY DETENT.CNTR,,,Amendment (http://opendocs.cookcountyil.gov/procurement/modifications/1553-14606-A4.pdf),
1853-17582,,NEKRITZ AMDOR CONSULTING LLC,60000.00,LEGISLATIVE SERVICES,11/04/2019,1010.OFFICE OF THE PRESIDENT,12/01/2019,11/30/2020,Amendment (http://opendocs.cookcountyil.gov/procurement/modifications/1853-17582-A1.pdf),
1912-17898,,"GALLS, LLC",371398.75,BALLISTIC VESTS,11/05/2019,1210.OFFICE OF THE SHERIFF,11/01/2019,10/31/2022,New Contract (http://opendocs.cookcountyil.gov/procurement/contracts/1912-17898.pdf),
1912-18012,,"PARTNERS AND PAWS VETERINARY SERVICES, LLC",531120.00,VETERINARY SERVICES,11/05/2019,1210.OFFICE OF THE SHERIFF,11/01/2019,10/31/2022,New Contract (http://opendocs.cookcountyil.gov/procurement/contracts/1912-18012.pdf),
1912-17798,,ATLAS & ASSOCIATES,103875.00,EVIDENCE BAGS,11/05/2019,1210.OFFICE OF THE SHERIFF,11/06/2019,11/05/2022,New Contract (http://opendocs.cookcountyil.gov/procurement/contracts/1912-17798.pdf),
1611-15572,,CLARITY PARTNERS LLC,598198.00,CLEARNET RECORDS MANAGEMENT SYSTEM,11/05/2019,1210.OFFICE OF THE SHERIFF,11/01/2019,10/31/2020,Amendment (http://opendocs.cookcountyil.gov/procurement/modifications/1611-15572-A1.pdf),
1430-14165,,INTERIOR INVESTMENTS LLC,969107.00,COUNTYWIDE FURNITURE CONTRACT,11/05/2019,1031.OFFICE OF ASSET MANAGEMENT,10/01/2019,09/30/2020,Amendment (http://opendocs.cookcountyil.gov/procurement/modifications/1430-14165-A4.pdf),
1511-15013,,MOTOROLA SOLUTIONS INC,2540415.33,MAINTENANCE OF RADIO EQUIPMENT,11/05/2019,1231.POLICE DEPARTMENT,11/14/2019,11/13/2020,Amendment (http://opendocs.cookcountyil.gov/procurement/modifications/1511-15013-A2.pdf),
1430-13452B,,NORIX GROUP INC,0.00,COUNTY WIDE FURNITURE,11/05/2019,1011.OFFICE OF CHIEF ADMIN OFFICER,10/01/2019,09/30/2020,Amendment (http://opendocs.cookcountyil.gov/procurement/modifications/1430-13452B-A4.pdf),
1853-17646,,GATEWAY FOUNDATION INC,917679.00,SUBSTANCE ABUSE TREATMENT AND COUNSELING SERVICES,11/05/2019,1310.OFFICE OF THE CHIEF JUDGE,,,Amendment (http://opendocs.cookcountyil.gov/procurement/modifications/1853-17646-A1.pdf),
1925-17774,,"BLAIDA, DEREK",54000.00,LOBBYIST,11/07/2019,1060.COUNTY TREASURER,11/05/2019,11/04/2021,New Contract (http://opendocs.cookcountyil.gov/procurement/contracts/1925-17774.pdf),
1945-18021,,FOUR SEASON PROS INC,18000.00,INSTALLALTION AND STORAGE OF HOLIDAY DECORATIONS,11/07/2019,1200.DEPT. OF FACILITIES/MGMT,11/01/2019,10/31/2021,New Contract (http://opendocs.cookcountyil.gov/procurement/contracts/1945-18021.pdf),
1853-17566,,TURNER CONSULTING GROUP,,STATE LOBBYIST SERVICES,11/07/2019,1010.OFFICE OF THE PRESIDENT,12/01/2019,11/30/2020,Amendment (http://opendocs.cookcountyil.gov/procurement/modifications/1853-17566-A1.pdf),
1755-16899,,D CONSTRUCTION INC,63910.37,PAVEMENT PRESERVATION REPLACMENT PROGRAM - SOUTH 2017,11/07/2019,1500.COUNTY HIGHWAY DEPARTMENT,,,Amendment (http://opendocs.cookcountyil.gov/procurement/modifications/1755-16899-A1.pdf),
1945-17991,,COLUMBIA PIPE & SUPPLY CO,103600.00,SLOAN PLUMBING PARTS,11/08/2019,1200.DEPT. OF FACILITIES/MGMT,11/15/2019,11/14/2022,New Contract (http://opendocs.cookcountyil.gov/procurement/contracts/1945-17991.pdf),
1953-17772A,,BRIGHTON PARK NEIGHBORHOOD COUNCIL,149900.00,EMPLOYMENT SERVICES FOR EMERGING ADULTS,11/08/2019,1205.JUDICIAL ADVISORY COUNCIL,11/01/2019,10/31/2021,New Contract (http://opendocs.cookcountyil.gov/procurement/contracts/1953-17772A.pdf),
1953-17772B,,COMMUNITY ASSISTANCE PROGRAMS,149900.00,EMPLOYMENT SERVICES FOR EMERGING ADULTS,11/08/2019,1205.JUDICIAL ADVISORY COUNCIL,11/01/2019,10/31/2021,New Contract (http://opendocs.cookcountyil.gov/procurement/contracts/1953-17772B.pdf),
1953-17772C,,PHALANX FAMILY SERVICES,149900.00,EMPLOYMENT SERVICES FOR EMERGING ADULTS,11/08/2019,1205.JUDICIAL ADVISORY COUNCIL,11/01/2019,10/31/2021,New Contract (http://opendocs.cookcountyil.gov/procurement/contracts/1953-17772C.pdf),
1953-17772D,,"UNIVERSAL FAMILY CONNECTION, INC.",149900.00,EMPLOYMENT SERVICES FOR EMERGING ADULTS,11/08/2019,1205.JUDICIAL ADVISORY COUNCIL,11/01/2019,10/31/2021,New Contract (http://opendocs.cookcountyil.gov/procurement/contracts/1953-17772D.pdf),
1953-17772E,,"VISION OF RESTORATION, INC",149900.00,EMPLOYMENT SERVICES FOR EMERGING ADULTS,11/08/2019,1205.JUDICIAL ADVISORY COUNCIL,11/01/2019,10/31/2021,New Contract (http://opendocs.cookcountyil.gov/procurement/contracts/1953-17772E.pdf),
1953-17772F,,YOUTH GUIDANCE,149900.00,EMPLOYMENT SERVICES FOR EMERGING ADULTS,11/08/2019,1205.JUDICIAL ADVISORY COUNCIL,11/01/2019,10/31/2021,New Contract (http://opendocs.cookcountyil.gov/procurement/contracts/1953-17772F.pdf),
1953-17772G,,SAFER FOUNDATION,149900.00,EMPLOYMENT SERVICES FOR EMERGING ADULTS,11/08/2019,1205.JUDICIAL ADVISORY COUNCIL,11/01/2019,10/31/2021,New Contract (http://opendocs.cookcountyil.gov/procurement/contracts/1953-17772G.pdf),
1953-17772H,,NORTH LAWNDALE EMPLOYMENT NETWORK,149900.00,EMPLOYMENT SERVICES FOR EMERGING ADULTS,11/08/2019,1205.JUDICIAL ADVISORY COUNCIL,11/01/2019,10/31/2021,New Contract (http://opendocs.cookcountyil.gov/procurement/contracts/1953-17772H.pdf),
1953-17772I,,WESTSIDE HEALTH AUTHORITY,149900.00,EMPLOYMENT SERVICES FOR EMERGING ADULTS,11/08/2019,1205.JUDICIAL ADVISORY COUNCIL,11/01/2019,10/31/2021,New Contract (http://opendocs.cookcountyil.gov/procurement/contracts/1953-17772I.pdf),
1953-17772J,,ASSOCIATION HOUSE OF CHICAGO,149900.00,EMPLOYMENT SERVICES FOR EMERGING ADULTS,11/08/2019,1205.JUDICIAL ADVISORY COUNCIL,11/01/2019,10/31/2021,New Contract (http://opendocs.cookcountyil.gov/procurement/contracts/1953-17772J.pdf),
1953-17772K,,METROPOLITAN FAMILY SERVICES,149900.00,EMPLOYMENT SERVICES FOR EMERGING ADULTS,11/08/2019,1205.JUDICIAL ADVISORY COUNCIL,11/01/2019,10/31/2021,New Contract (http://opendocs.cookcountyil.gov/procurement/contracts/1953-17772K.pdf),
1953-17772L,,MCDERMOTT CENTER,149900.00,EMPLOYMENT SERVICES FOR EMERGING ADULTS,11/08/2019,1205.JUDICIAL ADVISORY COUNCIL,11/01/2019,10/31/2021,New Contract (http://opendocs.cookcountyil.gov/procurement/contracts/1953-17772L.pdf),
1953-17772M,,CENTERS FOR NEW HORIZONS,149900.00,EMPLOYMENT SERVICES FOR EMERGING ADULTS,11/08/2019,1205.JUDICIAL ADVISORY COUNCIL,11/01/2019,10/31/2021,New Contract (http://opendocs.cookcountyil.gov/procurement/contracts/1953-17772M.pdf),
1953-17772N,,FORD HEIGHTS COMMUNITY SERVICE ORGANIZATION,149900.00,EMPLOYMENT SERVICES FOR EMERGING ADULTS,11/08/2019,1205.JUDICIAL ADVISORY COUNCIL,11/01/2019,10/31/2021,New Contract (http://opendocs.cookcountyil.gov/procurement/contracts/1953-17772N.pdf),
1953-17772O,,STORYCATCHERS THEATRE,149900.00,EMPLOYMENT SERVICES FOR EMERGING ADULTS,11/08/2019,1205.JUDICIAL ADVISORY COUNCIL,11/01/2019,10/31/2021,New Contract (http://opendocs.cookcountyil.gov/procurement/contracts/1953-17772O.pdf),
1953-17772P,,CENTER FOR COMPANIES THAT CARE,149900.00,EMPLOYMENT SERVICES FOR EMERGING ADULTS,11/08/2019,1205.JUDICIAL ADVISORY COUNCIL,11/01/2019,10/31/2021,New Contract (http://opendocs.cookcountyil.gov/procurement/contracts/1953-17772P.pdf),
1768-16752,,BLACK DOG CHICAGO LLC,,MEAT PRODUCTS,11/08/2019,1440.JUVENILE TEMPORARY DETENT.CNTR,12/01/2019,11/30/2020,Amendment (http://opendocs.cookcountyil.gov/procurement/modifications/1768-16752-A2.pdf),
1830-17645,,MCDERMOTT CENTER,507584.00,CIRCUIT COURT OF COOK COUNTY NORTH SUBURBAN MUNICIPAL DISTRICTS DRUG COURT SERVICE ENHANCEMENT PROGRAM (NSDCSEP),11/08/2019,1310.OFFICE OF THE CHIEF JUDGE,,,Amendment (http://opendocs.cookcountyil.gov/procurement/modifications/1830-17645-A1.pdf),
1511-14997,,LEXIPOL LLC,171796.75,POLICY DISTRIBUTION SERVICE,11/08/2019,1210.OFFICE OF THE SHERIFF,12/23/2019,12/22/2020,Amendment (http://opendocs.cookcountyil.gov/procurement/modifications/1511-14997-A2.pdf),
1555-14475-ECSBE17-(058931.00),,ALL TECH ENERGY INC,57233.83,2016 JOC PROGRAM,11/08/2019,1031.OFFICE OF ASSET MANAGEMENT,,,,
1953-18004,,DEPAUL UNIVERSITY,75000.00,EVALUATION SERVICES,11/15/2019,1205.JUDICIAL ADVISORY COUNCIL,11/15/2019,11/14/2020,New Contract (http://opendocs.cookcountyil.gov/procurement/contracts/1953-18004.pdf),
1618-15820,,ENGINEERED SECURITY SYSTEMS INC,179848.92,CCTV SYSTEM MAINTENANCE AND SUPPORT,11/15/2019,1335.CLERK OF CRCT CRT OFF.OF CLERK,10/18/2019,10/17/2020,Amendment (http://opendocs.cookcountyil.gov/procurement/modifications/1618-15820-A2.pdf),
1812-17598,,MOTOROLA SOLUTIONS INC,20790.00,CAMERA PROJECT,11/15/2019,1210.OFFICE OF THE SHERIFF,,,Amendment (http://opendocs.cookcountyil.gov/procurement/modifications/1812-17598-A1.pdf),
1712-16528,,HINSHAW & CULBERTSON LLP,,LEGAL SERVICES,11/15/2019,1210.OFFICE OF THE SHERIFF,11/15/2019,11/14/2020,Amendment (http://opendocs.cookcountyil.gov/procurement/modifications/1712-16528-A2.pdf),
1585-14036,,JOHNSON CONTROLS INC,,SERVICE JOHNSON CONTROL,11/15/2019,1200.DEPT. OF FACILITIES/MGMT,09/27/2019,09/26/2020,Amendment (http://opendocs.cookcountyil.gov/procurement/modifications/1585-14036-A2.pdf),
1418-13665,,TRIBRIDGE HOLDINGS LLC,49000.00,JUVENILE RESIDENT AND MANAGEMENT INFORMATION SYSTEM (RMIS) SOLUTION,11/15/2019,1440.JUVENILE TEMPORARY DETENT.CNTR,,,Amendment (http://opendocs.cookcountyil.gov/procurement/modifications/1418-13665-A3.pdf),
1518-14993,,GUARDIAN INSURANCE (DHMO PREM),10804700.00,EMPLOYER SPONSORED DENTAL BENEFITS,11/18/2019,1008.RISK MANAGEMENT,12/01/2019,11/30/2020,Amendment (http://opendocs.cookcountyil.gov/procurement/modifications/1518-14993-A1.pdf),
1555-14475-GC4-(046861.07),,OLD VETERAN CONSTRUCTION INC,76123.26,2016 JOC PROGRAM,11/18/2019,1031.OFFICE OF ASSET MANAGEMENT,,,,
1611-15566,,TABB TEXTILES INC,141660.25,LINENS,11/22/2019,1210.OFFICE OF THE SHERIFF,01/01/2020,12/31/2021,Amendment (http://opendocs.cookcountyil.gov/procurement/modifications/1611-15566-A1.pdf),
1390-12899,,ORACLE AMERICA INC,5797582.02,ENTERPRISE RESOURCE PLANNING (ERP) SOFTWARE,11/25/2019,1009.ENTERPRISE TECHNOLOGY,01/21/2020,01/21/2023,Amendment (http://opendocs.cookcountyil.gov/procurement/modifications/1390-12899-A5.pdf),
1690-15579,,MADD ILLINOIS STATE HEADQUARTERS,17850.00,VICTIM IMPACT PANELS,11/25/2019,1313.SOCIAL CASEWORK SERVICES,10/30/2019,10/29/2020,Amendment (http://opendocs.cookcountyil.gov/procurement/modifications/1690-15579-A1.pdf),
1555-14475-MCSBE16-(057996.00),,AUTUMN CONSTRUCTION SERVICES INC,359487.26,2016 JOC PROGRAM,11/25/2019,1031.OFFICE OF ASSET MANAGEMENT,,,,
1999-17850,,R.W. DUNTEMAN COMPANY,58491018.00,LAKE COOK ROAD - RAUPP BLVD TO HASTINGS LANE 14-A5015-03-RP,11/26/2019,1500.COUNTY HIGHWAY DEPARTMENT,12/02/2019,12/24/2024,New Contract (http://opendocs.cookcountyil.gov/procurement/contracts/1999-17850.pdf),
1923-17797,,"GENOA BUSINESS FORMS, INC.",563001.60,PRINTING CARBONLESS FORMS,11/26/2019,1011.OFFICE OF CHIEF ADMIN OFFICER,01/01/2020,12/31/2022,New Contract (http://opendocs.cookcountyil.gov/procurement/contracts/1923-17797.pdf),
1901-17764,,PAPER SOLUTIONS,264280.00,PRINTING: CITY AND SUBURBAN TRAFFIC TICKETS,11/26/2019,1335.CLERK OF CRCT CRT OFF.OF CLERK,12/01/2019,11/30/2021,New Contract (http://opendocs.cookcountyil.gov/procurement/contracts/1901-17764.pdf),
1901-17782,,AFFILIATED STEAM EQUIPMENT CO,367490.00,"STEAM HEAT, CHILLED WATER COOLING AND CONDENSER COILS",11/26/2019,1200.DEPT. OF FACILITIES/MGMT,11/24/2019,11/23/2022,New Contract (http://opendocs.cookcountyil.gov/procurement/contracts/1901-17782.pdf),
1725-16411,,ILLINOIS COLLABORATION ON YOUTH INC,,TRAUMA RELATED TRAINING,11/26/2019,1205.JUDICIAL ADVISORY COUNCIL,08/01/2019,11/30/2019,Amendment (http://opendocs.cookcountyil.gov/procurement/modifications/1725-16411-A2.pdf),
1823-17278,,APPRISS INC,262000.00,VICTIM NOTIFICATION SERVICES - APPRISS,11/26/2019,1250.STATE'S ATTORNEY,11/01/2019,10/31/2020,Amendment (http://opendocs.cookcountyil.gov/procurement/modifications/1823-17278-A1.pdf),
1555-15115,,STV HEERY PROGRAM MANAGEMENT,4305865.74,CAPITAL PROGRAM MANAGEMENT SERVICES FOR PUBLIC SAFETY PORTFOLIO,11/26/2019,1031.OFFICE OF ASSET MANAGEMENT,12/01/2019,10/31/2020,Amendment (http://opendocs.cookcountyil.gov/procurement/modifications/1555-15115-A6.pdf),
1628-15809,,"MORTON SALT, INC",2700000.00,FURNISH AND DELIVER BULK ROCK SALT,11/26/2019,1500.COUNTY HIGHWAY DEPARTMENT,02/15/2020,02/14/2021,Amendment (http://opendocs.cookcountyil.gov/procurement/modifications/1628-15809-A1.pdf),
1655-15557,,FAITHFUL & GOULD/GILBANE JV,5686368.00,CM SERVICES - CCHHS,11/26/2019,1031.OFFICE OF ASSET MANAGEMENT,11/22/2019,11/21/2020,Amendment (http://opendocs.cookcountyil.gov/procurement/modifications/1655-15557-A3.pdf),
1690-15780,,"SICALCO, LTD.",25000.00,DE-ICING MATERIALS,11/26/2019,1500.COUNTY HIGHWAY DEPARTMENT,12/15/2019,12/14/2020,Amendment (http://opendocs.cookcountyil.gov/procurement/modifications/1690-15780-A2.pdf),
1745-16622,,ROESCH FORD,323108.00,F-450 TRUCKS,11/26/2019,1500.COUNTY HIGHWAY DEPARTMENT,,,Amendment (http://opendocs.cookcountyil.gov/procurement/modifications/1745-16622-A3.pdf),
1712-16515,,RAY O'HERRON COMPANY INC,6795.00,AMMUNITION,11/26/2019,1210.OFFICE OF THE SHERIFF,,,Amendment (http://opendocs.cookcountyil.gov/procurement/modifications/1712-16515-A1.pdf),
1511-15074A,,"CJA SR, INC",,INSTRUCTIONAL SERVICES,11/26/2019,1210.OFFICE OF THE SHERIFF,12/01/2019,11/30/2020,Amendment (http://opendocs.cookcountyil.gov/procurement/modifications/1511-15074A-A1.pdf),
1685-15562,,CDM SMITH INC,1177761.39,CDBG-DR TECHNICAL ASSISTANCE,11/26/2019,1013.PLANNING & DEVELOPMENT,01/01/2020,09/30/2020,Amendment (http://opendocs.cookcountyil.gov/procurement/modifications/1685-15562-A2.pdf),
1418-14268,,INTERNATIONAL BUSINESS MACHINES CORPORATION,44161920.00,ENTERPRISE RESOURCE PLANNING SYSTEM IMPLEMENATION,11/27/2019,1009.ENTERPRISE TECHNOLOGY,09/15/2020,09/14/2025,Amendment (http://opendocs.cookcountyil.gov/procurement/modifications/1418-14268-A4.pdf),
1735-16235B,,ALG CONSULTING,0.00,FORENSIC ANTHROPOLOGY CONSULTATION SERVICES,11/27/2019,1259.MEDICAL EXAMINER,11/22/2019,11/21/2021,Amendment (http://opendocs.cookcountyil.gov/procurement/modifications/1735-16235B-A1.pdf),
1735-16235A,,ERIN B WAXENBAUM DENNISON,0.00,FORENSIC ANTHROPOLOGY CONSULTATION SERVICES,11/27/2019,1259.MEDICAL EXAMINER,11/22/2019,11/21/2020,Amendment (http://opendocs.cookcountyil.gov/procurement/modifications/1735-16235A-A1.pdf),
1735-15814,,GARY M RYCYZYN CONSULTING,18200.00,BALLOT MANAGEMENT SERVICES,11/27/2019,1111.COUNTY CLERK - ELECTION DIVISION,11/22/2019,11/21/2020,Amendment (http://opendocs.cookcountyil.gov/procurement/modifications/1735-15814-A1.pdf),
1953-17842J,,STORYCATCHERS THEATRE,149900.00,"SERVICES FOR PEOPLE RETURNING FROM PRISONS, JAILS, AND JUVENILE FACILITIES",11/29/2019,1205.JUDICIAL ADVISORY COUNCIL,11/26/2019,11/25/2021,New Contract (http://opendocs.cookcountyil.gov/procurement/contracts/1953-17842J.pdf),
1953-17842K,,YOUTH OUTREACH SERVICES,149900.00,"SERVICES FOR PEOPLE RETURNING FROM PRISONS, JAILS, AND JUVENILE FACILITIES",11/29/2019,1205.JUDICIAL ADVISORY COUNCIL,11/26/2019,11/25/2021,New Contract (http://opendocs.cookcountyil.gov/procurement/contracts/1953-17842K.pdf),
1953-17842M,,B.U.I.L.D. INCORPORATED,149900.00,"SERVICES FOR PEOPLE RETURNING FROM PRISONS, JAILS, AND JUVENILE FACILITIES",11/29/2019,1205.JUDICIAL ADVISORY COUNCIL,11/26/2019,11/25/2021,New Contract (http://opendocs.cookcountyil.gov/procurement/contracts/1953-17842M.pdf),
1953-17842H,,WESTSIDE HEALTH AUTHORITY INC,149900.00,"SERVICES FOR PEOPLE RETURNING FROM PRISONS, JAILS, AND JUVENILE FACILITIES",11/29/2019,1205.JUDICIAL ADVISORY COUNCIL,11/26/2019,11/25/2021,New Contract (http://opendocs.cookcountyil.gov/procurement/contracts/1953-17842H.pdf),
1953-17842L,,CHICAGOLAND PRISON OUTREACH,149900.00,"SERVICES FOR PEOPLE RETURNING FROM PRISONS, JAILS, AND JUVENILE FACILITIES",11/29/2019,1205.JUDICIAL ADVISORY COUNCIL,11/26/2019,11/25/2021,New Contract (http://opendocs.cookcountyil.gov/procurement/contracts/1953-17842L.pdf),
1953-17842O,,GRAND PRAIRIE SERVICES,149900.00,"SERVICES FOR PEOPLE RETURNING FROM PRISONS, JAILS, AND JUVENILE FACILITIES",11/29/2019,1205.JUDICIAL ADVISORY COUNCIL,11/26/2019,11/25/2021,New Contract (http://opendocs.cookcountyil.gov/procurement/contracts/1953-17842O.pdf),
1953-17842N,,"VISION OF RESTORATION, INC",149900.00,"SERVICES FOR PEOPLE RETURNING FROM PRISONS, JAILS, AND JUVENILE FACILITIES",11/29/2019,1205.JUDICIAL ADVISORY COUNCIL,11/26/2019,11/25/2021,New Contract (http://opendocs.cookcountyil.gov/procurement/contracts/1953-17842N.pdf),
1953-17842I,,RESPOND NOW INC,149900.00,"SERVICES FOR PEOPLE RETURNING FROM PRISONS, JAILS, AND JUVENILE FACILITIES",11/29/2019,1205.JUDICIAL ADVISORY COUNCIL,11/26/2019,11/25/2021,New Contract (http://opendocs.cookcountyil.gov/procurement/contracts/1953-17842I.pdf),
1953-17842P,,NORTH LAWNDALE EMPLOYMENT,149900.00,"SERVICES FOR PEOPLE RETURNING FROM PRISONS, JAILS, AND JUVENILE FACILITIES",11/29/2019,1205.JUDICIAL ADVISORY COUNCIL,11/26/2019,11/25/2021,New Contract (http://opendocs.cookcountyil.gov/procurement/contracts/1953-17842P.pdf),
1953-17842D,,LAF,149900.00,"SERVICES FOR PEOPLE RETURNING FROM PRISONS, JAILS, AND JUVENILE FACILITIES",11/29/2019,1205.JUDICIAL ADVISORY COUNCIL,11/26/2019,11/25/2021,New Contract (http://opendocs.cookcountyil.gov/procurement/contracts/1953-17842D.pdf),
1953-17842E,,SAFER FOUNDATION,149900.00,"SERVICES FOR PEOPLE RETURNING FROM PRISONS, JAILS, AND JUVENILE FACILITIES",11/29/2019,1205.JUDICIAL ADVISORY COUNCIL,11/26/2019,11/25/2021,New Contract (http://opendocs.cookcountyil.gov/procurement/contracts/1953-17842E.pdf),
1953-17842C,,ST LEONARDS MINISTRIES,149900.00,"SERVICES FOR PEOPLE RETURNING FROM PRISONS, JAILS, AND JUVENILE FACILITIES",11/29/2019,1205.JUDICIAL ADVISORY COUNCIL,11/26/2019,11/25/2021,New Contract (http://opendocs.cookcountyil.gov/procurement/contracts/1953-17842C.pdf),
1953-17842R,,HEALTHCARE ALTERNATIVE SYSTEMS INC,149900.00,"SERVICES FOR PEOPLE RETURNING FROM PRISONS, JAILS, AND JUVENILE FACILITIES",11/29/2019,1205.JUDICIAL ADVISORY COUNCIL,11/26/2019,11/25/2021,New Contract (http://opendocs.cookcountyil.gov/procurement/contracts/1953-17842R.pdf),
1953-17842Q,,COMMUNITY ASSISTANCE PROGRAMS,149900.00,"SERVICES FOR PEOPLE RETURNING FROM PRISONS, JAILS, AND JUVENILE FACILITIES",11/29/2019,1205.JUDICIAL ADVISORY COUNCIL,11/26/2019,11/25/2021,New Contract (http://opendocs.cookcountyil.gov/procurement/contracts/1953-17842Q.pdf),
1953-17842A,,JAMES B MORAN CENTER FOR YOUTH,149900.00,"SERVICES FOR PEOPLE RETURNING FROM PRISONS, JAILS, AND JUVENILE FACILITIES",11/29/2019,1205.JUDICIAL ADVISORY COUNCIL,11/26/2019,11/25/2021,New Contract (http://opendocs.cookcountyil.gov/procurement/contracts/1953-17842A.pdf),
1953-17842B,,WOMENS TREATMENT CTR,149900.00,"SERVICES FOR PEOPLE RETURNING FROM PRISONS, JAILS, AND JUVENILE FACILITIES",11/29/2019,1205.JUDICIAL ADVISORY COUNCIL,11/26/2019,11/25/2021,New Contract (http://opendocs.cookcountyil.gov/procurement/contracts/1953-17842B.pdf),
