Posting Date,Contract Number,Description,Department,Recommended Action,Recommended Vendor,Contract Amount,MBE/WBE/DBE Participation,MBE/WBE/DBE type,Direct Participation,Indirect Participation,# of Bids Received,# of M/WBE Bids Received,CCA Concurs,Link
02/21/2020,1945-18010B,,,,,,"Mercommbe, Inc.",MBE (9),25,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/200221-Intent_to_Award_EDS.pdf
02/21/2020,2005-18167,Financial Consulting Services,County Clerk - 110,Award,"Institute of Compliance & Learning, Inc.",288000.00,,,,,0,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/200221-Intent_to_Award_EDS.pdf
04/17/2020,1903-18063,Dry and Canned Goods,Juvenile Temporary Detent. Cntr - 440,Award,"Black Dog Foods, LLC",2227312.50,"Black Dog Foods, LLC",MBE (8),90,,3,3,true,http://opendocs.cookcountyil.gov/procurement/intent-award/200417-Intent_to_Award_EDS.pdf
04/17/2020,1903-18063,,,,,,"Savan Source, Inc.",WBE (8),10,,3,3,true,http://opendocs.cookcountyil.gov/procurement/intent-award/200417-Intent_to_Award_EDS.pdf
04/17/2020,1945-18011,Exterior Window Cleaning,Dept of Facilities/Mgmt - 200,Award,"Shine On Group, Inc.",285090.00,,,,,3,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/200417-Intent_to_Award_EDS.pdf
04/17/2020,1945-18075,Vehicle Leasing and Maintenance,Office of the State's Attorney - 250,Award,"Enterprise Fleet Management, Inc.",815374.00,,,,,1,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/200417-Intent_to_Award_EDS.pdf
05/15/2020,2053-18206,Bread and Pastry Goods,Juvenile Temporary Detent. Cntr - 440,Award,"Black Dog Foods, LLC",228141.65,"Black Dogs, LLC",MBE (8),90,,2,1,true,http://opendocs.cookcountyil.gov/procurement/intent-award/200515-Intent_to_Award_EDS.pdf
05/15/2020,2053-18206,,,,,,"Savan Source, Inc.",WBE (8),10,,2,1,true,http://opendocs.cookcountyil.gov/procurement/intent-award/200515-Intent_to_Award_EDS.pdf
05/15/2020,2053-18209,Juvenile Resident and Management Information System,Juvenile Temporary Detent. Cntr - 440,Award,UXC Eclipse (USA) LLC,2046619.00,,,,,0,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/200515-Intent_to_Award_EDS.pdf
06/12/2020,1712-16140,Commissary Services,Office of the Sheriff - 210,Award,"Summit Food Service, LLC",3834606.00,,,,,,,true,http://opendocs.cookcountyil.gov/procurement/intent-award/200612-Intent_to_Award_EDS.pdf
06/12/2020,1812-17835,Testing Services,Office of the Sheriff - 210,Award,I/O Solutions,489530.00,,,,,,,true,http://opendocs.cookcountyil.gov/procurement/intent-award/200612-Intent_to_Award_EDS.pdf
06/12/2020,1823-17224,Property Redevelopment Strategic Planning & Feasibility Analysis Consultant Services,Capital Planning and Policy - 031,Award,"CBRE, Inc.",537851.00,,,,,8,2,true,http://opendocs.cookcountyil.gov/procurement/intent-award/200612-Intent_to_Award_EDS.pdf
06/12/2020,1823-17224,,,,,,"Applied Real Estate Analysis, Inc.",MBE (6),13,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/200612-Intent_to_Award_EDS.pdf
06/12/2020,1823-17224,,,,,,"KOO, LLC",MBE (8),15,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/200612-Intent_to_Award_EDS.pdf
06/12/2020,1823-17224,,,,,,"McKissack & McKissack Midwest, Inc.",MBE (6),13,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/200612-Intent_to_Award_EDS.pdf
06/12/2020,1823-17224,,,,,,"The Roderick Group, Inc. d/b/a Ardmore Roderick",MBE (6),9,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/200612-Intent_to_Award_EDS.pdf
06/12/2020,1830-17406,Printing and Mail Services,Treasurer Tax Sales Automation - 534,Award,"Sebis Direct, Inc.",4184337.47,,,,,2,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/200612-Intent_to_Award_EDS.pdf
06/12/2020,1830-17406,,,,,,"Envelopes Only, inc.",WBE (7),10,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/200612-Intent_to_Award_EDS.pdf
06/12/2020,1830-17406,,,,,,"Montenegro Paper, LTD",MBE (9),13,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/200612-Intent_to_Award_EDS.pdf
06/12/2020,1912-18028,"Radios, Part & Equipment",Office of the Sheriff - 210,Award,Motorola Solutions,74954308.90,"Chicago Communications, LLC",WBE (7),5,,1,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/200612-Intent_to_Award_EDS.pdf
06/12/2020,1912-18029,System Expansion & Maintenance Services,Office of the Sheriff - 210,Award,Motorola Solutions,13702154.00,,,,,DNA,DNA,true,http://opendocs.cookcountyil.gov/procurement/intent-award/200612-Intent_to_Award_EDS.pdf
06/12/2020,1923-17786,Court File Jackets and Folders,*Countywide--Multiple Departments - 001,Award,Paper Solutions,2674665.00,,,,,2,2,true,http://opendocs.cookcountyil.gov/procurement/intent-award/200612-Intent_to_Award_EDS.pdf
06/12/2020,1923-17786,,,,,,PM Graphics,MBE (6),25,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/200612-Intent_to_Award_EDS.pdf
06/12/2020,1923-17786,,,,,,Runco Office Supplies,MBE (7),10,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/200612-Intent_to_Award_EDS.pdf
06/12/2020,1928-17931,Countywide Transit Plan to Increase Ridership,Transportation and Highways - 500,Award,"Nelson/Nygaard Consulting Associates, Inc.",799943.00,,,,,3,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/200612-Intent_to_Award_EDS.pdf
06/12/2020,1928-17931,,,,,,Connetics Transportation Group,DBE,15,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/200612-Intent_to_Award_EDS.pdf
06/12/2020,1945-18066,"Trane Product, Installation and Relative Services",Capital Planning and Policy - 031,Award,"Trane U.S., Inc.",25300000.00,,,,,,,true,http://opendocs.cookcountyil.gov/procurement/intent-award/200612-Intent_to_Award_EDS.pdf
06/12/2020,1950-18002,Group Term Life Insurance,Risk Management - 008,Award,Metropolitan Life Insurance Co (MetLife),8248000.00,,,,,,,true,http://opendocs.cookcountyil.gov/procurement/intent-award/200612-Intent_to_Award_EDS.pdf
06/12/2020,2028-18064,Lake Cook and Bartlett Road Bridges,Transportation and Highways - 500,Award,"Areatha Construction Company, Inc",781692.55,Areatha Construction Co.,MBE (6),55,,7,1,true,http://opendocs.cookcountyil.gov/procurement/intent-award/200612-Intent_to_Award_EDS.pdf
06/12/2020,2028-18064,,,,,,Maintenance Coatings Co.,WBE (7),12,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/200612-Intent_to_Award_EDS.pdf
06/12/2020,2028-18123,IFB for Roberts Road - Valley Drive to 87th Street,Transportation and Highways - 500,Award,K-Five Construction Corporation,6325000.00,,,,,5,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/200612-Intent_to_Award_EDS.pdf
06/12/2020,2028-18123,,,,,,"Argo Construction, LLC",MBE (9),3,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/200612-Intent_to_Award_EDS.pdf
06/12/2020,2028-18123,,,,,,J.A.C.K. Contractor Service,WBE (7),0,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/200612-Intent_to_Award_EDS.pdf
06/12/2020,2028-18123,,,,,,Maintenance Coatings Co.,WBE (7),3,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/200612-Intent_to_Award_EDS.pdf
06/12/2020,2028-18123,,,,,,"RAI Concrete, Inc.",WBE (7),26,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/200612-Intent_to_Award_EDS.pdf
06/12/2020,2028-18123,,,,,,"Walls Trucking, Inc.",MBE (9),1,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/200612-Intent_to_Award_EDS.pdf
07/23/2020,1712-16140,Commissary Management Services,Office of the Sheriff - 210,Award,"Summit Food Service, LLC",,,,,,3,3,true,http://opendocs.cookcountyil.gov/procurement/intent-award/200723-Intent_to_Award_EDS
07/23/2020,1938-17904,Traffic Engineering Services,Transportation and Highways - 500,Award,"Jacobs Engineering Group, Inc",1200000.00,,,,,9,3,true,http://opendocs.cookcountyil.gov/procurement/intent-award/200723-Intent_to_Award_EDS
07/23/2020,1938-17904,,,,,,CERA Solutions,MBE (6),4,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/200723-Intent_to_Award_EDS
07/23/2020,1938-17904,,,,,,Fish Transportation Group,WBE (7),5,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/200723-Intent_to_Award_EDS
07/23/2020,1938-17904,,,,,,TranSmart/EJM Corporation,MBE (8),35,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/200723-Intent_to_Award_EDS
07/23/2020,1945-18066,Trane HVAC Products,Capital Planning and Policy - 031,Award,Trane U. S. Inc.,25300000.00,,,,,,,true,http://opendocs.cookcountyil.gov/procurement/intent-award/200723-Intent_to_Award_EDS
07/23/2020,1950-18002,Group Term Life Insurance Benefits,Risk Management - 008,Award,Metropolitan Life Insurance Co. (MetLife),8248000.00,,,,,5,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/200723-Intent_to_Award_EDS
07/23/2020,1950-18002,,,,,,Leal Associates,MBE (9),5,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/200723-Intent_to_Award_EDS
07/23/2020,1950-18002,,,,,,Richard Graphic Communications,WBE (7),9,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/200723-Intent_to_Award_EDS
07/23/2020,1950-18041,PINMAP Upgrades & Maintenance,Office of Chief Info. Officer - 009,Award,"Great Arc Technologies, Inc.",888493.77,,,,,1,1,true,http://opendocs.cookcountyil.gov/procurement/intent-award/200723-Intent_to_Award_EDS
07/23/2020,1950-18041,,,,,,"Scarfe Consulting, LLC.",WBE (7),35,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/200723-Intent_to_Award_EDS
07/23/2020,2003-18290,Disparity Study,Office of Contract Compliance - 022,Award,Colette Holt & Associates,692281.00,,,,,N/A,N/A,true,http://opendocs.cookcountyil.gov/procurement/intent-award/200723-Intent_to_Award_EDS
07/23/2020,2045-18168,Unarmed Security Guard Services,Dept of Facilities/Mgmt - 200,Award,"Fox Security, Inc. dba Rush Solutions",1454226.48,"Fox Security, Inc. dba Rush Solutions",MBE (6),90,,17,8,true,http://opendocs.cookcountyil.gov/procurement/intent-award/200723-Intent_to_Award_EDS
07/23/2020,2045-18168,,,,,,"Madiken Security, LLC",WBE (6),10,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/200723-Intent_to_Award_EDS
07/23/2020,2045-18198,Aftermarket Automotive Equipment,Office of the Sheriff - 210,Award,Federal Signal Corporation,1224061.40,,,,,3,1,true,http://opendocs.cookcountyil.gov/procurement/intent-award/200723-Intent_to_Award_EDS
07/23/2020,2045-18282A,Hygiene Supplies,Office of the Sheriff - 210,Award,"Phoenix Trading, Inc. dba Amercare Products, Inc.",732935.66,,,,,8,1,true,http://opendocs.cookcountyil.gov/procurement/intent-award/200723-Intent_to_Award_EDS
07/23/2020,2045-18282A,,,,,,FTS International Express,MBE (6),13,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/200723-Intent_to_Award_EDS
07/23/2020,2045-18282C,Hygine Supplies,Dept of Facilities/Mgmt - 200,Award,"Bob Backer Company, Inc.",207900.00,,,,,7,1,true,http://opendocs.cookcountyil.gov/procurement/intent-award/200723-Intent_to_Award_EDS
09/18/2020,1725-16850,"Licensing Data and Software, Software Modificaton for Electronic Poll Books",Risk Management - 008,Award,Votec,,,,,,,,true,http://opendocs.cookcountyil.gov/procurement/intent-award/200918-Intent_to_Award_EDS
09/18/2020,1903-18076,Fresh Produce,Juvenile Temporary Detent. Cntr - 440,Award,"Cristina Foods, Inc",157276.50,,,,,4,3,true,http://opendocs.cookcountyil.gov/procurement/intent-award/200918-Intent_to_Award_EDS
09/18/2020,1912-17998,Linens,Office of the Sheriff - 210,Award,Tabb Textile,352395.00,,,,,7,,true,http://opendocs.cookcountyil.gov/procurement/intent-award/200918-Intent_to_Award_EDS
09/18/2020,1923-18043,Energy Consultant Services For Natural Gas & Electricity For County Owned & Leased Facilities,Capital Planning and Policy - 031,Award,"Ameresco, Inc.",450000.00,,,,,2,,true,http://opendocs.cookcountyil.gov/procurement/intent-award/200918-Intent_to_Award_EDS
09/18/2020,1925-17986,Resident Clothing - Category A Items,Juvenile Temporary Detent. Cntr - 440,Award,Victory Supply Llc,220857.58,,,,,4,3,true,http://opendocs.cookcountyil.gov/procurement/intent-award/200918-Intent_to_Award_EDS
09/18/2020,1944-17732,Online Legal Services,Office of the State's Attorney - 250,Award,"Lexisnexis, A Division Of Relx, Inc.",1750799.88,,,,,2,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/200918-Intent_to_Award_EDS
09/18/2020,1944-17732B,Online Legal Services,Office of the State's Attorney - 250,Award,"West Publishing Corporation D/B/A West, A Thomson Reuters Business",1094511.72,,,,,2,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/200918-Intent_to_Award_EDS
09/18/2020,1945-17954,Fall Protection Anchorages And Suspended Scaffolding Systems Services,Dept of Facilities/Mgmt - 200,Award,"Wiss, Jnney, Estner Associates, Inc.",185000.00,,,,,3,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/200918-Intent_to_Award_EDS
09/18/2020,1945-18038B,Acorn And Metcraft Plumbling Parts And Supplies,Dept of Facilities/Mgmt - 200,Award,Johnson Pipe and Supply Company,378945.10,,,,,131,,true,http://opendocs.cookcountyil.gov/procurement/intent-award/200918-Intent_to_Award_EDS
09/18/2020,1945-18038B,,,,,,Boyce Janitorial Services Inc,MBE (6),,13,,,true,http://opendocs.cookcountyil.gov/procurement/intent-award/200918-Intent_to_Award_EDS
09/18/2020,1945-18038B,,,,,,Inter-City Supply,WBE (6),,10,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/200918-Intent_to_Award_EDS
09/18/2020,1945-18058B,"Supply, Delivery, and Installation of Office Furniture",Capital Planning and Policy - 031,Award,"Prevolv, Inc.",6300000.00,,,,,5,1,true,http://opendocs.cookcountyil.gov/procurement/intent-award/200918-Intent_to_Award_EDS
09/18/2020,1945-18058C,"Supply, Delivery and Installation of Office Furniture",Capital Planning and Policy - 031,Award,"Space Continuum, LLC",1200000.00,,,,,6,1,true,http://opendocs.cookcountyil.gov/procurement/intent-award/200918-Intent_to_Award_EDS
09/18/2020,1945-18089,Batteries and Battery Chargers,Dept of Facilities/Mgmt - 200,Award,NES Supply Co.,156244.98,,,,,131,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/200918-Intent_to_Award_EDS
09/18/2020,1945-18125,"New Electric Motors, Pumps and Air Compressors",Dept of Facilities/Mgmt - 200,Award,"Palm Electric Motors, Inc",1446220.00,"Palm Electric Motors, Inc",MBE (6),13,,84,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/200918-Intent_to_Award_EDS
09/18/2020,1953-17933,Employer Sponsored PPO & HMO (Joint Procurement w/City of Chicago),Risk Management - 008,Award,Blue Cross Blue Shield of Illinois,,,,,,,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/200918-Intent_to_Award_EDS
09/18/2020,1985-17781,Blank Envelopes,Bureau of Administration - 011,Award,Envelope Connection,204010.00,Envelope Connection,MBE (9),90,,8,1,true,http://opendocs.cookcountyil.gov/procurement/intent-award/200918-Intent_to_Award_EDS
09/18/2020,1985-17781,,,,,,Envelopes Only,MBE (7),10,,8,1,,http://opendocs.cookcountyil.gov/procurement/intent-award/200918-Intent_to_Award_EDS
09/18/2020,2001-18162,Justice Reinvestment Initiative Evaluation,Office of the State's Attorney - 250,Award,Unversity of Chicago Crime Lab,364323.00,,,,,,,true,http://opendocs.cookcountyil.gov/procurement/intent-award/200918-Intent_to_Award_EDS
09/18/2020,2004-18229,Drug Use Prevention,Office of the Sheriff - 210,Award,Cantor (Former Robert Crown Center),68750.00,,,,,,,true,http://opendocs.cookcountyil.gov/procurement/intent-award/200918-Intent_to_Award_EDS
09/18/2020,2004-18255,In-Cell Organizers,Office of the Sheriff - 210,Award,Bob Barker,187950.00,,,,,4,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/200918-Intent_to_Award_EDS
09/18/2020,2045-18222,Tandem Axle Diesel Dump Trucks,Transportation and Highways - 500,Award,Rush Trucks of Illinois dba Rush Trucks of Chicago,6277649.00,,,,,3,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/200918-Intent_to_Award_EDS
09/18/2020,2045-18253,Utility Tractors and Accessories,Transportation and Highways - 500,Award,Shorewood Home and Auto,330738.78,,,,,3,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/200918-Intent_to_Award_EDS
09/18/2020,2045-18282B,Hygiene Supplies,Juvenile Temporary Detent. Cntr - 440,Award,"Phoenix Trading, Inc. dba Americare Products, Inc.",302107.50,FTS International Express,MBE (8),,13,8,1,true,http://opendocs.cookcountyil.gov/procurement/intent-award/200918-Intent_to_Award_EDS
09/18/2020,2045-18302,Bussmann Products,Dept of Facilities/Mgmt - 200,Award,J. P. Simons and Company,175500.00,J. P. Simons and Company,WBE (7),75,,1,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/200918-Intent_to_Award_EDS
09/18/2020,2045-18302,,,,,,Mercommbe. Inc.,MBE (9),25,,1,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/200918-Intent_to_Award_EDS
10/16/2020,1923-17899R,Lease of High Speed Digital Color Printer,Bureau of Administration - 011,Award,Xerox Corporation,1198039.40,,,,,1,,true,http://opendocs.cookcountyil.gov/procurement/intent-award/201016-Intent_to_Award_EDS
10/16/2020,1925-17986,Resident Clothing,Juvenile Temporary Detent. Cntr - 440,Award,Victory Supply LLC,220857.58,,,,,4,2,true,http://opendocs.cookcountyil.gov/procurement/intent-award/201016-Intent_to_Award_EDS
10/16/2020,1985-17781,Blank Envelopes,Bureau of Administration - 011,Award,Envelope Connection,204010.00,Envelope Connection,MBE (9),90,,2,1,true,http://opendocs.cookcountyil.gov/procurement/intent-award/201016-Intent_to_Award_EDS
10/16/2020,1985-17781,,,,,,Envelopes Only,MBE (7),10,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/201016-Intent_to_Award_EDS
10/16/2020,2045-18282B,Hygiene Supplies,Juvenile Temporary Detent. Cntr - 440,Award,"Phoenix Trading, Inc. dba Americare Products, Inc.",302107.50,,,,,8,1,true,http://opendocs.cookcountyil.gov/procurement/intent-award/201016-Intent_to_Award_EDS
10/16/2020,2045-18282B,,,,,,FTS International Express,MBE (8),,12.5,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/201016-Intent_to_Award_EDS
10/16/2020,1938-17922,Southwest Cook County Trucking Action Plan,Transportation and Highways - 500,Award,TranSystems Corp.,274998.00,,,,,2,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/201016-Intent_to_Award_EDS
10/16/2020,1938-17922,,,,,,Johnson Research Group,DBE,17.5,0,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/201016-Intent_to_Award_EDS
10/16/2020,1945-18058B,"Supply, Delivery, and Installation of Office Furniture",Capital Planning and Policy - 031,Award,"Prevolv, Inc.",6300000.00,,,,,5,1,true,http://opendocs.cookcountyil.gov/procurement/intent-award/201016-Intent_to_Award_EDS
10/16/2020,1945-18058B,,,,,,"Paniagua Group, Inc.",MBE (9),25.2,0,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/201016-Intent_to_Award_EDS
10/16/2020,1945-18058B,,,,,,Twenty Eleven Construction,WBE (6),10.3,0,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/201016-Intent_to_Award_EDS
10/16/2020,1945-18058C,"Supply, Delivery and Installation of Office Furniture",Capital Planning and Policy - 031,Award,"Space Continuum, LLC",1200000.00,"Space Continuum, LLC",MBE (6),90,,6,1,true,http://opendocs.cookcountyil.gov/procurement/intent-award/201016-Intent_to_Award_EDS
10/16/2020,1945-18058C,,,,,,Twenty Eleven Construction,WBE (6),10,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/201016-Intent_to_Award_EDS
11/13/2020,1511-15013,Maintenance of Radio Equipment,Office of the Sheriff - 210,Award,Motorola Solutions,128700.00,,,,,,,true,https://opendocs.cookcountyil.gov/procurement/intent-award/201113-Intent_to_Award_EDS.pdf
